x,y,z,tf
26.034,20.155,26.034,-14.323
27.713,20.155,26.034,-14.323
26.873,20.995,26.034,-14.323
26.034,21.835,26.034,-14.324
27.713,21.835,26.034,-14.324
26.034,20.995,26.873,-14.323
26.034,20.155,27.713,-14.323
26.873,20.155,26.873,-14.323
27.713,20.995,26.873,-14.323
27.713,20.155,27.713,-14.323
26.873,20.995,27.713,-14.323
26.034,21.835,27.713,-14.324
26.873,21.835,26.873,-14.324
27.713,21.835,27.713,-14.324
29.393,20.155,26.034,-14.316
28.553,20.995,26.034,-14.323
30.233,20.995,26.034,-14.289
29.393,21.835,26.034,-14.317
28.553,20.155,26.873,-14.323
29.393,20.995,26.873,-14.316
29.393,20.155,27.713,-14.316
28.553,20.995,27.713,-14.323
30.233,20.155,26.873,-14.289
30.233,20.995,27.713,-14.289
28.553,21.835,26.873,-14.324
29.393,21.835,27.713,-14.317
30.233,21.835,26.873,-14.29
31.073,20.155,26.034,-14.185
32.752,20.155,26.034,-9.446
31.912,20.995,26.034,-13.639
31.073,21.835,26.034,-14.186
32.752,21.835,26.034,-9.447
31.073,20.995,26.873,-14.185
31.073,20.155,27.713,-14.185
31.912,20.155,26.873,-13.638
32.752,20.995,26.873,-9.447
32.752,20.155,27.713,-9.446
31.912,20.995,27.713,-13.639
31.073,21.835,27.713,-14.186
31.912,21.835,26.873,-13.639
32.752,21.835,27.713,-9.447
0,22.674,26.034,-9.447
1.68,22.674,26.034,-14.186
0.84,23.514,26.034,-13.639
0,24.354,26.034,-9.446
2.519,23.514,26.034,-14.289
1.68,24.354,26.034,-14.185
0.84,25.194,26.034,-13.638
2.519,25.194,26.034,-14.289
0.84,22.674,26.873,-13.639
0,22.674,27.713,-9.447
2.519,22.674,26.873,-14.29
1.68,22.674,27.713,-14.186
0,23.514,26.873,-9.447
0.84,24.354,26.873,-13.638
0.84,23.514,27.713,-13.639
0,24.354,27.713,-9.446
1.68,23.514,26.873,-14.185
2.519,24.354,26.873,-14.289
2.519,23.514,27.713,-14.289
1.68,24.354,27.713,-14.185
0,25.194,26.873,-9.446
0.84,25.194,27.713,-13.638
1.68,25.194,26.873,-14.185
2.519,25.194,27.713,-14.289
3.359,22.674,26.034,-14.317
5.039,22.674,26.034,-14.324
4.199,23.514,26.034,-14.323
3.359,24.354,26.034,-14.316
5.039,24.354,26.034,-14.323
4.199,25.194,26.034,-14.323
4.199,22.674,26.873,-14.324
3.359,22.674,27.713,-14.317
5.039,22.674,27.713,-14.324
3.359,23.514,26.873,-14.316
4.199,24.354,26.873,-14.323
4.199,23.514,27.713,-14.323
3.359,24.354,27.713,-14.316
5.039,23.514,26.873,-14.323
5.039,24.354,27.713,-14.323
3.359,25.194,26.873,-14.316
4.199,25.194,27.713,-14.323
5.039,25.194,26.873,-14.323
6.718,22.674,26.034,-14.324
5.879,23.514,26.034,-14.323
7.558,23.514,26.034,-14.323
6.718,24.354,26.034,-14.323
5.879,25.194,26.034,-14.323
7.558,25.194,26.034,-14.323
5.879,22.674,26.873,-14.324
7.558,22.674,26.873,-14.324
6.718,22.674,27.713,-14.324
5.879,24.354,26.873,-14.323
5.879,23.514,27.713,-14.323
6.718,23.514,26.873,-14.323
7.558,24.354,26.873,-14.323
7.558,23.514,27.713,-14.323
6.718,24.354,27.713,-14.323
5.879,25.194,27.713,-14.323
6.718,25.194,26.873,-14.323
7.558,25.194,27.713,-14.323
8.398,22.674,26.034,-14.324
10.078,22.674,26.034,-14.324
9.238,23.514,26.034,-14.323
8.398,24.354,26.034,-14.323
10.917,23.514,26.034,-14.323
10.078,24.354,26.034,-14.323
9.238,25.194,26.034,-14.323
10.917,25.194,26.034,-14.323
9.238,22.674,26.873,-14.324
8.398,22.674,27.713,-14.324
10.917,22.674,26.873,-14.324
10.078,22.674,27.713,-14.324
8.398,23.514,26.873,-14.323
9.238,24.354,26.873,-14.323
9.238,23.514,27.713,-14.323
8.398,24.354,27.713,-14.323
10.078,23.514,26.873,-14.323
10.917,24.354,26.873,-14.323
10.917,23.514,27.713,-14.323
10.078,24.354,27.713,-14.323
8.398,25.194,26.873,-14.323
9.238,25.194,27.713,-14.323
10.078,25.194,26.873,-14.323
10.917,25.194,27.713,-14.323
11.757,22.674,26.034,-14.324
13.437,22.674,26.034,-14.324
12.597,23.514,26.034,-14.323
11.757,24.354,26.034,-14.323
13.437,24.354,26.034,-14.323
12.597,25.194,26.034,-14.323
12.597,22.674,26.873,-14.324
11.757,22.674,27.713,-14.324
13.437,22.674,27.713,-14.324
11.757,23.514,26.873,-14.323
12.597,24.354,26.873,-14.323
12.597,23.514,27.713,-14.323
11.757,24.354,27.713,-14.323
13.437,23.514,26.873,-14.323
13.437,24.354,27.713,-14.323
11.757,25.194,26.873,-14.323
12.597,25.194,27.713,-14.323
13.437,25.194,26.873,-14.323
15.116,22.674,26.034,-14.324
14.277,23.514,26.034,-14.323
15.956,23.514,26.034,-14.323
15.116,24.354,26.034,-14.323
14.277,25.194,26.034,-14.323
15.956,25.194,26.034,-14.323
14.277,22.674,26.873,-14.324
15.956,22.674,26.873,-14.324
15.116,22.674,27.713,-14.324
14.277,24.354,26.873,-14.323
14.277,23.514,27.713,-14.323
15.116,23.514,26.873,-14.323
15.956,24.354,26.873,-14.323
15.956,23.514,27.713,-14.323
15.116,24.354,27.713,-14.323
14.277,25.194,27.713,-14.323
15.116,25.194,26.873,-14.323
15.956,25.194,27.713,-14.323
16.796,22.674,26.034,-14.324
18.476,22.674,26.034,-14.324
17.636,23.514,26.034,-14.323
16.796,24.354,26.034,-14.323
19.315,23.514,26.034,-14.323
18.476,24.354,26.034,-14.323
17.636,25.194,26.034,-14.323
19.315,25.194,26.034,-14.323
17.636,22.674,26.873,-14.324
16.796,22.674,27.713,-14.324
19.315,22.674,26.873,-14.324
18.476,22.674,27.713,-14.324
16.796,23.514,26.873,-14.323
17.636,24.354,26.873,-14.323
17.636,23.514,27.713,-14.323
16.796,24.354,27.713,-14.323
18.476,23.514,26.873,-14.323
19.315,24.354,26.873,-14.323
19.315,23.514,27.713,-14.323
18.476,24.354,27.713,-14.323
16.796,25.194,26.873,-14.323
17.636,25.194,27.713,-14.323
18.476,25.194,26.873,-14.323
19.315,25.194,27.713,-14.323
20.155,22.674,26.034,-14.324
21.835,22.674,26.034,-14.325
20.995,23.514,26.034,-14.324
20.155,24.354,26.034,-14.323
21.835,24.354,26.034,-14.324
20.995,25.194,26.034,-14.323
20.995,22.674,26.873,-14.324
20.155,22.674,27.713,-14.324
21.835,22.674,27.713,-14.325
20.155,23.514,26.873,-14.323
20.995,24.354,26.873,-14.323
20.995,23.514,27.713,-14.324
20.155,24.354,27.713,-14.323
21.835,23.514,26.873,-14.324
21.835,24.354,27.713,-14.324
20.155,25.194,26.873,-14.323
20.995,25.194,27.713,-14.323
21.835,25.194,26.873,-14.324
23.514,22.674,26.034,-14.324
25.194,22.674,26.034,-14.324
22.674,23.514,26.034,-14.324
24.354,23.514,26.034,-14.323
23.514,24.354,26.034,-14.323
25.194,24.354,26.034,-14.323
22.674,25.194,26.034,-14.324
24.354,25.194,26.034,-14.323
22.674,22.674,26.873,-14.325
24.354,22.674,26.873,-14.324
23.514,22.674,27.713,-14.324
25.194,22.674,27.713,-14.324
22.674,24.354,26.873,-14.324
22.674,23.514,27.713,-14.324
23.514,23.514,26.873,-14.324
24.354,24.354,26.873,-14.323
24.354,23.514,27.713,-14.323
23.514,24.354,27.713,-14.323
25.194,23.514,26.873,-14.323
25.194,24.354,27.713,-14.323
22.674,25.194,27.713,-14.324
23.514,25.194,26.873,-14.323
24.354,25.194,27.713,-14.323
25.194,25.194,26.873,-14.323
26.873,22.674,26.034,-14.324
26.034,23.514,26.034,-14.323
27.713,23.514,26.034,-14.323
26.873,24.354,26.034,-14.323
26.034,25.194,26.034,-14.323
27.713,25.194,26.034,-14.323
26.034,22.674,26.873,-14.324
27.713,22.674,26.873,-14.324
26.873,22.674,27.713,-14.324
26.034,24.354,26.873,-14.323
26.034,23.514,27.713,-14.323
26.873,23.514,26.873,-14.323
27.713,24.354,26.873,-14.323
27.713,23.514,27.713,-14.323
26.873,24.354,27.713,-14.323
26.034,25.194,27.713,-14.323
26.873,25.194,26.873,-14.323
27.713,25.194,27.713,-14.323
28.553,22.674,26.034,-14.324
30.233,22.674,26.034,-14.29
29.393,23.514,26.034,-14.316
28.553,24.354,26.034,-14.323
30.233,24.354,26.034,-14.289
29.393,25.194,26.034,-14.316
29.393,22.674,26.873,-14.317
28.553,22.674,27.713,-14.324
30.233,22.674,27.713,-14.29
28.553,23.514,26.873,-14.323
29.393,24.354,26.873,-14.316
29.393,23.514,27.713,-14.316
28.553,24.354,27.713,-14.323
30.233,23.514,26.873,-14.289
30.233,24.354,27.713,-14.289
28.553,25.194,26.873,-14.323
29.393,25.194,27.713,-14.316
30.233,25.194,26.873,-14.289
31.912,22.674,26.034,-13.639
31.073,23.514,26.034,-14.185
32.752,23.514,26.034,-9.447
31.912,24.354,26.034,-13.638
31.073,25.194,26.034,-14.185
32.752,25.194,26.034,-9.446
31.073,22.674,26.873,-14.186
32.752,22.674,26.873,-9.447
31.912,22.674,27.713,-13.639
31.073,24.354,26.873,-14.185
31.073,23.514,27.713,-14.185
31.912,23.514,26.873,-13.639
32.752,24.354,26.873,-9.446
32.752,23.514,27.713,-9.447
31.912,24.354,27.713,-13.638
31.073,25.194,27.713,-14.185
31.912,25.194,26.873,-13.638
32.752,25.194,27.713,-9.446
0,26.034,26.034,-9.446
1.68,26.034,26.034,-14.185
0.84,26.873,26.034,-13.638
0,27.713,26.034,-9.446
2.519,26.873,26.034,-14.289
1.68,27.713,26.034,-14.185
0.84,26.034,26.873,-13.638
0,26.034,27.713,-9.446
2.519,26.034,26.873,-14.289
1.68,26.034,27.713,-14.185
0,26.873,26.873,-9.446
0.84,27.713,26.873,-13.638
0.84,26.873,27.713,-13.638
0,27.713,27.713,-9.446
1.68,26.873,26.873,-14.185
2.519,27.713,26.873,-14.289
2.519,26.873,27.713,-14.289
1.68,27.713,27.713,-14.185
3.359,26.034,26.034,-14.316
5.039,26.034,26.034,-14.323
4.199,26.873,26.034,-14.323
3.359,27.713,26.034,-14.316
5.039,27.713,26.034,-14.323
4.199,26.034,26.873,-14.323
3.359,26.034,27.713,-14.316
5.039,26.034,27.713,-14.323
3.359,26.873,26.873,-14.316
4.199,27.713,26.873,-14.323
4.199,26.873,27.713,-14.323
3.359,27.713,27.713,-14.316
5.039,26.873,26.873,-14.323
5.039,27.713,27.713,-14.323
6.718,26.034,26.034,-14.323
5.879,26.873,26.034,-14.323
7.558,26.873,26.034,-14.323
6.718,27.713,26.034,-14.323
5.879,26.034,26.873,-14.323
7.558,26.034,26.873,-14.323
6.718,26.034,27.713,-14.323
5.879,27.713,26.873,-14.323
5.879,26.873,27.713,-14.323
6.718,26.873,26.873,-14.323
7.558,27.713,26.873,-14.323
7.558,26.873,27.713,-14.323
6.718,27.713,27.713,-14.323
8.398,26.034,26.034,-14.323
10.078,26.034,26.034,-14.323
9.238,26.873,26.034,-14.323
8.398,27.713,26.034,-14.323
10.917,26.873,26.034,-14.323
10.078,27.713,26.034,-14.323
9.238,26.034,26.873,-14.323
8.398,26.034,27.713,-14.323
10.917,26.034,26.873,-14.323
10.078,26.034,27.713,-14.323
8.398,26.873,26.873,-14.323
9.238,27.713,26.873,-14.323
9.238,26.873,27.713,-14.323
8.398,27.713,27.713,-14.323
10.078,26.873,26.873,-14.323
10.917,27.713,26.873,-14.323
10.917,26.873,27.713,-14.323
10.078,27.713,27.713,-14.323
11.757,26.034,26.034,-14.323
13.437,26.034,26.034,-14.323
12.597,26.873,26.034,-14.323
11.757,27.713,26.034,-14.323
13.437,27.713,26.034,-14.323
12.597,26.034,26.873,-14.323
11.757,26.034,27.713,-14.323
13.437,26.034,27.713,-14.323
11.757,26.873,26.873,-14.323
12.597,27.713,26.873,-14.323
12.597,26.873,27.713,-14.323
11.757,27.713,27.713,-14.323
13.437,26.873,26.873,-14.323
13.437,27.713,27.713,-14.323
15.116,26.034,26.034,-14.323
14.277,26.873,26.034,-14.323
15.956,26.873,26.034,-14.323
15.116,27.713,26.034,-14.323
14.277,26.034,26.873,-14.323
15.956,26.034,26.873,-14.323
15.116,26.034,27.713,-14.323
14.277,27.713,26.873,-14.323
14.277,26.873,27.713,-14.323
15.116,26.873,26.873,-14.323
15.956,27.713,26.873,-14.323
15.956,26.873,27.713,-14.323
15.116,27.713,27.713,-14.323
16.796,26.034,26.034,-14.323
18.476,26.034,26.034,-14.323
17.636,26.873,26.034,-14.323
16.796,27.713,26.034,-14.323
19.315,26.873,26.034,-14.323
18.476,27.713,26.034,-14.323
17.636,26.034,26.873,-14.323
16.796,26.034,27.713,-14.323
19.315,26.034,26.873,-14.323
18.476,26.034,27.713,-14.323
16.796,26.873,26.873,-14.323
17.636,27.713,26.873,-14.323
17.636,26.873,27.713,-14.323
16.796,27.713,27.713,-14.323
18.476,26.873,26.873,-14.323
19.315,27.713,26.873,-14.323
19.315,26.873,27.713,-14.323
18.476,27.713,27.713,-14.323
20.155,26.034,26.034,-14.323
21.835,26.034,26.034,-14.324
20.995,26.873,26.034,-14.323
20.155,27.713,26.034,-14.323
21.835,27.713,26.034,-14.324
20.995,26.034,26.873,-14.323
20.155,26.034,27.713,-14.323
21.835,26.034,27.713,-14.324
20.155,26.873,26.873,-14.323
20.995,27.713,26.873,-14.323
20.995,26.873,27.713,-14.323
20.155,27.713,27.713,-14.323
21.835,26.873,26.873,-14.324
21.835,27.713,27.713,-14.324
23.514,26.034,26.034,-14.323
25.194,26.034,26.034,-14.323
22.674,26.873,26.034,-14.324
24.354,26.873,26.034,-14.323
23.514,27.713,26.034,-14.323
25.194,27.713,26.034,-14.323
22.674,26.034,26.873,-14.324
24.354,26.034,26.873,-14.323
23.514,26.034,27.713,-14.323
25.194,26.034,27.713,-14.323
22.674,27.713,26.873,-14.324
22.674,26.873,27.713,-14.324
23.514,26.873,26.873,-14.323
24.354,27.713,26.873,-14.323
24.354,26.873,27.713,-14.323
23.514,27.713,27.713,-14.323
25.194,26.873,26.873,-14.323
25.194,27.713,27.713,-14.323
26.873,26.034,26.034,-14.323
26.034,26.873,26.034,-14.323
27.713,26.873,26.034,-14.323
26.873,27.713,26.034,-14.323
26.034,26.034,26.873,-14.323
27.713,26.034,26.873,-14.323
26.873,26.034,27.713,-14.323
26.034,27.713,26.873,-14.323
26.034,26.873,27.713,-14.323
26.873,26.873,26.873,-14.323
27.713,27.713,26.873,-14.323
27.713,26.873,27.713,-14.323
26.873,27.713,27.713,-14.323
28.553,26.034,26.034,-14.323
30.233,26.034,26.034,-14.289
29.393,26.873,26.034,-14.316
28.553,27.713,26.034,-14.323
30.233,27.713,26.034,-14.289
29.393,26.034,26.873,-14.316
28.553,26.034,27.713,-14.323
30.233,26.034,27.713,-14.289
28.553,26.873,26.873,-14.323
29.393,27.713,26.873,-14.316
29.393,26.873,27.713,-14.316
28.553,27.713,27.713,-14.323
30.233,26.873,26.873,-14.289
30.233,27.713,27.713,-14.289
31.912,26.034,26.034,-13.638
31.073,26.873,26.034,-14.185
32.752,26.873,26.034,-9.446
31.912,27.713,26.034,-13.638
31.073,26.034,26.873,-14.185
32.752,26.034,26.873,-9.446
31.912,26.034,27.713,-13.638
31.073,27.713,26.873,-14.185
31.073,26.873,27.713,-14.185
31.912,26.873,26.873,-13.638
32.752,27.713,26.873,-9.446
32.752,26.873,27.713,-9.446
31.912,27.713,27.713,-13.638
0.84,28.553,26.034,-13.638
0,29.393,26.034,-9.442
2.519,28.553,26.034,-14.289
1.68,29.393,26.034,-14.178
0.84,30.233,26.034,-13.61
2.519,30.233,26.034,-14.255
0,28.553,26.873,-9.446
0.84,29.393,26.873,-13.632
0.84,28.553,27.713,-13.638
0,29.393,27.713,-9.442
1.68,28.553,26.873,-14.185
2.519,29.393,26.873,-14.282
2.519,28.553,27.713,-14.289
1.68,29.393,27.713,-14.178
0,30.233,26.873,-9.425
0.84,30.233,27.713,-13.61
1.68,30.233,26.873,-14.153
2.519,30.233,27.713,-14.255
4.199,28.553,26.034,-14.323
3.359,29.393,26.034,-14.309
5.039,29.393,26.034,-14.316
4.199,30.233,26.034,-14.289
3.359,28.553,26.873,-14.316
4.199,29.393,26.873,-14.316
4.199,28.553,27.713,-14.323
3.359,29.393,27.713,-14.309
5.039,28.553,26.873,-14.323
5.039,29.393,27.713,-14.316
3.359,30.233,26.873,-14.282
4.199,30.233,27.713,-14.289
5.039,30.233,26.873,-14.289
5.879,28.553,26.034,-14.323
7.558,28.553,26.034,-14.323
6.718,29.393,26.034,-14.316
5.879,30.233,26.034,-14.289
7.558,30.233,26.034,-14.289
5.879,29.393,26.873,-14.316
5.879,28.553,27.713,-14.323
6.718,28.553,26.873,-14.323
7.558,29.393,26.873,-14.316
7.558,28.553,27.713,-14.323
6.718,29.393,27.713,-14.316
5.879,30.233,27.713,-14.289
6.718,30.233,26.873,-14.289
7.558,30.233,27.713,-14.289
9.238,28.553,26.034,-14.323
8.398,29.393,26.034,-14.316
10.917,28.553,26.034,-14.323
10.078,29.393,26.034,-14.316
9.238,30.233,26.034,-14.289
10.917,30.233,26.034,-14.289
8.398,28.553,26.873,-14.323
9.238,29.393,26.873,-14.316
9.238,28.553,27.713,-14.323
8.398,29.393,27.713,-14.316
10.078,28.553,26.873,-14.323
10.917,29.393,26.873,-14.316
10.917,28.553,27.713,-14.323
10.078,29.393,27.713,-14.316
8.398,30.233,26.873,-14.289
9.238,30.233,27.713,-14.289
10.078,30.233,26.873,-14.289
10.917,30.233,27.713,-14.289
12.597,28.553,26.034,-14.323
11.757,29.393,26.034,-14.316
13.437,29.393,26.034,-14.316
12.597,30.233,26.034,-14.289
11.757,28.553,26.873,-14.323
12.597,29.393,26.873,-14.316
12.597,28.553,27.713,-14.323
11.757,29.393,27.713,-14.316
13.437,28.553,26.873,-14.323
13.437,29.393,27.713,-14.316
11.757,30.233,26.873,-14.289
12.597,30.233,27.713,-14.289
13.437,30.233,26.873,-14.289
14.277,28.553,26.034,-14.323
15.956,28.553,26.034,-14.323
15.116,29.393,26.034,-14.316
14.277,30.233,26.034,-14.289
15.956,30.233,26.034,-14.289
14.277,29.393,26.873,-14.316
14.277,28.553,27.713,-14.323
15.116,28.553,26.873,-14.323
15.956,29.393,26.873,-14.316
15.956,28.553,27.713,-14.323
15.116,29.393,27.713,-14.316
14.277,30.233,27.713,-14.289
15.116,30.233,26.873,-14.289
15.956,30.233,27.713,-14.289
17.636,28.553,26.034,-14.323
16.796,29.393,26.034,-14.316
19.315,28.553,26.034,-14.323
18.476,29.393,26.034,-14.316
17.636,30.233,26.034,-14.289
19.315,30.233,26.034,-14.289
16.796,28.553,26.873,-14.323
17.636,29.393,26.873,-14.316
17.636,28.553,27.713,-14.323
16.796,29.393,27.713,-14.316
18.476,28.553,26.873,-14.323
19.315,29.393,26.873,-14.316
19.315,28.553,27.713,-14.323
18.476,29.393,27.713,-14.316
16.796,30.233,26.873,-14.289
17.636,30.233,27.713,-14.289
18.476,30.233,26.873,-14.289
19.315,30.233,27.713,-14.289
20.995,28.553,26.034,-14.323
20.155,29.393,26.034,-14.316
21.835,29.393,26.034,-14.317
20.995,30.233,26.034,-14.289
20.155,28.553,26.873,-14.323
20.995,29.393,26.873,-14.316
20.995,28.553,27.713,-14.323
20.155,29.393,27.713,-14.316
21.835,28.553,26.873,-14.324
21.835,29.393,27.713,-14.317
20.155,30.233,26.873,-14.289
20.995,30.233,27.713,-14.289
21.835,30.233,26.873,-14.29
22.674,28.553,26.034,-14.324
24.354,28.553,26.034,-14.323
23.514,29.393,26.034,-14.316
25.194,29.393,26.034,-14.316
22.674,30.233,26.034,-14.29
24.354,30.233,26.034,-14.289
22.674,29.393,26.873,-14.317
22.674,28.553,27.713,-14.324
23.514,28.553,26.873,-14.323
24.354,29.393,26.873,-14.316
24.354,28.553,27.713,-14.323
23.514,29.393,27.713,-14.316
25.194,28.553,26.873,-14.323
25.194,29.393,27.713,-14.316
22.674,30.233,27.713,-14.29
23.514,30.233,26.873,-14.289
24.354,30.233,27.713,-14.289
25.194,30.233,26.873,-14.289
26.034,28.553,26.034,-14.323
27.713,28.553,26.034,-14.323
26.873,29.393,26.034,-14.316
26.034,30.233,26.034,-14.289
27.713,30.233,26.034,-14.289
26.034,29.393,26.873,-14.316
26.034,28.553,27.713,-14.323
26.873,28.553,26.873,-14.323
27.713,29.393,26.873,-14.316
27.713,28.553,27.713,-14.323
26.873,29.393,27.713,-14.316
26.034,30.233,27.713,-14.289
26.873,30.233,26.873,-14.289
27.713,30.233,27.713,-14.289
29.393,28.553,26.034,-14.316
28.553,29.393,26.034,-14.316
30.233,29.393,26.034,-14.282
29.393,30.233,26.034,-14.282
28.553,28.553,26.873,-14.323
29.393,29.393,26.873,-14.309
29.393,28.553,27.713,-14.316
28.553,29.393,27.713,-14.316
30.233,28.553,26.873,-14.289
30.233,29.393,27.713,-14.282
28.553,30.233,26.873,-14.289
29.393,30.233,27.713,-14.282
30.233,30.233,26.873,-14.255
31.073,28.553,26.034,-14.185
32.752,28.553,26.034,-9.446
31.912,29.393,26.034,-13.632
31.073,30.233,26.034,-14.153
32.752,30.233,26.034,-9.425
31.073,29.393,26.873,-14.178
31.073,28.553,27.713,-14.185
31.912,28.553,26.873,-13.638
32.752,29.393,26.873,-9.442
32.752,28.553,27.713,-9.446
31.912,29.393,27.713,-13.632
31.073,30.233,27.713,-14.153
31.912,30.233,26.873,-13.61
32.752,30.233,27.713,-9.425
0,31.073,26.034,-9.36
1.68,31.073,26.034,-14.056
0.84,31.912,26.034,-13.028
0,32.752,26.034,-5.952
2.519,31.912,26.034,-13.61
1.68,32.752,26.034,-9.36
0.84,31.073,26.873,-13.524
0,31.073,27.713,-9.36
2.519,31.073,26.873,-14.153
1.68,31.073,27.713,-14.056
0,31.912,26.873,-8.977
0.84,32.752,26.873,-8.977
0.84,31.912,27.713,-13.028
0,32.752,27.713,-5.952
1.68,31.912,26.873,-13.524
2.519,32.752,26.873,-9.425
2.519,31.912,27.713,-13.61
1.68,32.752,27.713,-9.36
3.359,31.073,26.034,-14.178
5.039,31.073,26.034,-14.185
4.199,31.912,26.034,-13.638
3.359,32.752,26.034,-9.442
5.039,32.752,26.034,-9.446
4.199,31.073,26.873,-14.185
3.359,31.073,27.713,-14.178
5.039,31.073,27.713,-14.185
3.359,31.912,26.873,-13.632
4.199,32.752,26.873,-9.446
4.199,31.912,27.713,-13.638
3.359,32.752,27.713,-9.442
5.039,31.912,26.873,-13.638
5.039,32.752,27.713,-9.446
6.718,31.073,26.034,-14.185
5.879,31.912,26.034,-13.638
7.558,31.912,26.034,-13.638
6.718,32.752,26.034,-9.446
5.879,31.073,26.873,-14.185
7.558,31.073,26.873,-14.185
6.718,31.073,27.713,-14.185
5.879,32.752,26.873,-9.446
5.879,31.912,27.713,-13.638
6.718,31.912,26.873,-13.638
7.558,32.752,26.873,-9.446
7.558,31.912,27.713,-13.638
6.718,32.752,27.713,-9.446
8.398,31.073,26.034,-14.185
10.078,31.073,26.034,-14.185
9.238,31.912,26.034,-13.638
8.398,32.752,26.034,-9.446
10.917,31.912,26.034,-13.638
10.078,32.752,26.034,-9.446
9.238,31.073,26.873,-14.185
8.398,31.073,27.713,-14.185
10.917,31.073,26.873,-14.185
10.078,31.073,27.713,-14.185
8.398,31.912,26.873,-13.638
9.238,32.752,26.873,-9.446
9.238,31.912,27.713,-13.638
8.398,32.752,27.713,-9.446
10.078,31.912,26.873,-13.638
10.917,32.752,26.873,-9.446
10.917,31.912,27.713,-13.638
10.078,32.752,27.713,-9.446
11.757,31.073,26.034,-14.185
13.437,31.073,26.034,-14.185
12.597,31.912,26.034,-13.638
11.757,32.752,26.034,-9.446
13.437,32.752,26.034,-9.446
12.597,31.073,26.873,-14.185
11.757,31.073,27.713,-14.185
13.437,31.073,27.713,-14.185
11.757,31.912,26.873,-13.638
12.597,32.752,26.873,-9.446
12.597,31.912,27.713,-13.638
11.757,32.752,27.713,-9.446
13.437,31.912,26.873,-13.638
13.437,32.752,27.713,-9.446
15.116,31.073,26.034,-14.185
14.277,31.912,26.034,-13.638
15.956,31.912,26.034,-13.638
15.116,32.752,26.034,-9.446
14.277,31.073,26.873,-14.185
15.956,31.073,26.873,-14.185
15.116,31.073,27.713,-14.185
14.277,32.752,26.873,-9.446
14.277,31.912,27.713,-13.638
15.116,31.912,26.873,-13.638
15.956,32.752,26.873,-9.446
15.956,31.912,27.713,-13.638
15.116,32.752,27.713,-9.446
16.796,31.073,26.034,-14.185
18.476,31.073,26.034,-14.185
17.636,31.912,26.034,-13.638
16.796,32.752,26.034,-9.446
19.315,31.912,26.034,-13.638
18.476,32.752,26.034,-9.446
17.636,31.073,26.873,-14.185
16.796,31.073,27.713,-14.185
19.315,31.073,26.873,-14.185
18.476,31.073,27.713,-14.185
16.796,31.912,26.873,-13.638
17.636,32.752,26.873,-9.446
17.636,31.912,27.713,-13.638
16.796,32.752,27.713,-9.446
18.476,31.912,26.873,-13.638
19.315,32.752,26.873,-9.446
19.315,31.912,27.713,-13.638
18.476,32.752,27.713,-9.446
20.155,31.073,26.034,-14.185
21.835,31.073,26.034,-14.186
20.995,31.912,26.034,-13.639
20.155,32.752,26.034,-9.446
21.835,32.752,26.034,-9.447
20.995,31.073,26.873,-14.185
20.155,31.073,27.713,-14.185
21.835,31.073,27.713,-14.186
20.155,31.912,26.873,-13.638
20.995,32.752,26.873,-9.447
20.995,31.912,27.713,-13.639
20.155,32.752,27.713,-9.446
21.835,31.912,26.873,-13.639
21.835,32.752,27.713,-9.447
23.514,31.073,26.034,-14.185
25.194,31.073,26.034,-14.185
22.674,31.912,26.034,-13.639
24.354,31.912,26.034,-13.638
23.514,32.752,26.034,-9.447
25.194,32.752,26.034,-9.446
22.674,31.073,26.873,-14.186
24.354,31.073,26.873,-14.185
23.514,31.073,27.713,-14.185
25.194,31.073,27.713,-14.185
22.674,32.752,26.873,-9.447
22.674,31.912,27.713,-13.639
23.514,31.912,26.873,-13.639
24.354,32.752,26.873,-9.446
24.354,31.912,27.713,-13.638
23.514,32.752,27.713,-9.447
25.194,31.912,26.873,-13.638
25.194,32.752,27.713,-9.446
26.873,31.073,26.034,-14.185
26.034,31.912,26.034,-13.638
27.713,31.912,26.034,-13.638
26.873,32.752,26.034,-9.446
26.034,31.073,26.873,-14.185
27.713,31.073,26.873,-14.185
26.873,31.073,27.713,-14.185
26.034,32.752,26.873,-9.446
26.034,31.912,27.713,-13.638
26.873,31.912,26.873,-13.638
27.713,32.752,26.873,-9.446
27.713,31.912,27.713,-13.638
26.873,32.752,27.713,-9.446
28.553,31.073,26.034,-14.185
30.233,31.073,26.034,-14.153
29.393,31.912,26.034,-13.632
28.553,32.752,26.034,-9.446
30.233,32.752,26.034,-9.425
29.393,31.073,26.873,-14.178
28.553,31.073,27.713,-14.185
30.233,31.073,27.713,-14.153
28.553,31.912,26.873,-13.638
29.393,32.752,26.873,-9.442
29.393,31.912,27.713,-13.632
28.553,32.752,27.713,-9.446
30.233,31.912,26.873,-13.61
30.233,32.752,27.713,-9.425
31.912,31.073,26.034,-13.524
31.073,31.912,26.034,-13.524
32.752,31.912,26.034,-8.977
31.912,32.752,26.034,-8.977
31.073,31.073,26.873,-14.056
32.752,31.073,26.873,-9.36
31.912,31.073,27.713,-13.524
31.073,32.752,26.873,-9.36
31.073,31.912,27.713,-13.524
31.912,31.912,26.873,-13.028
32.752,32.752,26.873,-5.952
32.752,31.912,27.713,-8.977
31.912,32.752,27.713,-8.977
0,0,28.553,-5.952
0.84,0.84,28.553,-13.028
0.84,0,29.393,-8.974
0,0.84,29.393,-8.974
