x,y,z,tf
9.238,27.713,0,-9.446
9.238,26.873,0.84,-13.638
8.398,27.713,0.84,-13.638
10.078,26.873,0,-9.446
10.917,27.713,0,-9.446
10.917,26.873,0.84,-13.638
10.078,27.713,0.84,-13.638
9.238,26.034,1.68,-14.185
8.398,26.034,2.519,-14.289
10.917,26.034,1.68,-14.185
10.078,26.034,2.519,-14.289
8.398,26.873,1.68,-14.185
9.238,27.713,1.68,-14.185
9.238,26.873,2.519,-14.289
8.398,27.713,2.519,-14.289
10.078,26.873,1.68,-14.185
10.917,27.713,1.68,-14.185
10.917,26.873,2.519,-14.289
10.078,27.713,2.519,-14.289
12.597,26.034,0,-9.446
11.757,26.034,0.84,-13.638
13.437,26.034,0.84,-13.638
11.757,26.873,0,-9.446
12.597,27.713,0,-9.446
12.597,26.873,0.84,-13.638
11.757,27.713,0.84,-13.638
13.437,26.873,0,-9.446
13.437,27.713,0.84,-13.638
12.597,26.034,1.68,-14.185
11.757,26.034,2.519,-14.289
13.437,26.034,2.519,-14.289
11.757,26.873,1.68,-14.185
12.597,27.713,1.68,-14.185
12.597,26.873,2.519,-14.289
11.757,27.713,2.519,-14.289
13.437,26.873,1.68,-14.185
13.437,27.713,2.519,-14.289
14.277,26.034,0,-9.446
15.956,26.034,0,-9.446
15.116,26.034,0.84,-13.638
14.277,27.713,0,-9.446
14.277,26.873,0.84,-13.638
15.116,26.873,0,-9.446
15.956,27.713,0,-9.446
15.956,26.873,0.84,-13.638
15.116,27.713,0.84,-13.638
14.277,26.034,1.68,-14.185
15.956,26.034,1.68,-14.185
15.116,26.034,2.519,-14.289
14.277,27.713,1.68,-14.185
14.277,26.873,2.519,-14.289
15.116,26.873,1.68,-14.185
15.956,27.713,1.68,-14.185
15.956,26.873,2.519,-14.289
15.116,27.713,2.519,-14.289
17.636,26.034,0,-9.446
16.796,26.034,0.84,-13.638
19.315,26.034,0,-9.446
18.476,26.034,0.84,-13.638
16.796,26.873,0,-9.446
17.636,27.713,0,-9.446
17.636,26.873,0.84,-13.638
16.796,27.713,0.84,-13.638
18.476,26.873,0,-9.446
19.315,27.713,0,-9.446
19.315,26.873,0.84,-13.638
18.476,27.713,0.84,-13.638
17.636,26.034,1.68,-14.185
16.796,26.034,2.519,-14.289
19.315,26.034,1.68,-14.185
18.476,26.034,2.519,-14.289
16.796,26.873,1.68,-14.185
17.636,27.713,1.68,-14.185
17.636,26.873,2.519,-14.289
16.796,27.713,2.519,-14.289
18.476,26.873,1.68,-14.185
19.315,27.713,1.68,-14.185
19.315,26.873,2.519,-14.289
18.476,27.713,2.519,-14.289
20.995,26.034,0,-9.447
20.155,26.034,0.84,-13.638
21.835,26.034,0.84,-13.639
20.155,26.873,0,-9.446
20.995,27.713,0,-9.447
20.995,26.873,0.84,-13.639
20.155,27.713,0.84,-13.638
21.835,26.873,0,-9.447
21.835,27.713,0.84,-13.639
20.995,26.034,1.68,-14.185
20.155,26.034,2.519,-14.289
21.835,26.034,2.519,-14.29
20.155,26.873,1.68,-14.185
20.995,27.713,1.68,-14.185
20.995,26.873,2.519,-14.289
20.155,27.713,2.519,-14.289
21.835,26.873,1.68,-14.186
21.835,27.713,2.519,-14.29
22.674,26.034,0,-9.447
24.354,26.034,0,-9.446
23.514,26.034,0.84,-13.639
25.194,26.034,0.84,-13.638
22.674,27.713,0,-9.447
22.674,26.873,0.84,-13.639
23.514,26.873,0,-9.447
24.354,27.713,0,-9.446
24.354,26.873,0.84,-13.638
23.514,27.713,0.84,-13.639
25.194,26.873,0,-9.446
25.194,27.713,0.84,-13.638
22.674,26.034,1.68,-14.186
24.354,26.034,1.68,-14.185
23.514,26.034,2.519,-14.289
25.194,26.034,2.519,-14.289
22.674,27.713,1.68,-14.186
22.674,26.873,2.519,-14.29
23.514,26.873,1.68,-14.185
24.354,27.713,1.68,-14.185
24.354,26.873,2.519,-14.289
23.514,27.713,2.519,-14.289
25.194,26.873,1.68,-14.185
25.194,27.713,2.519,-14.289
26.034,26.034,0,-9.446
27.713,26.034,0,-9.446
26.873,26.034,0.84,-13.638
26.034,27.713,0,-9.446
26.034,26.873,0.84,-13.638
26.873,26.873,0,-9.446
27.713,27.713,0,-9.446
27.713,26.873,0.84,-13.638
26.873,27.713,0.84,-13.638
26.034,26.034,1.68,-14.185
27.713,26.034,1.68,-14.185
26.873,26.034,2.519,-14.289
26.034,27.713,1.68,-14.185
26.034,26.873,2.519,-14.289
26.873,26.873,1.68,-14.185
27.713,27.713,1.68,-14.185
27.713,26.873,2.519,-14.289
26.873,27.713,2.519,-14.289
29.393,26.034,0,-9.442
28.553,26.034,0.84,-13.638
30.233,26.034,0.84,-13.61
28.553,26.873,0,-9.446
29.393,27.713,0,-9.442
29.393,26.873,0.84,-13.632
28.553,27.713,0.84,-13.638
30.233,26.873,0,-9.425
30.233,27.713,0.84,-13.61
29.393,26.034,1.68,-14.178
28.553,26.034,2.519,-14.289
30.233,26.034,2.519,-14.255
28.553,26.873,1.68,-14.185
29.393,27.713,1.68,-14.178
29.393,26.873,2.519,-14.282
28.553,27.713,2.519,-14.289
30.233,26.873,1.68,-14.153
30.233,27.713,2.519,-14.255
31.073,26.034,0,-9.36
32.752,26.034,0,-5.952
31.912,26.034,0.84,-13.028
31.073,27.713,0,-9.36
31.073,26.873,0.84,-13.524
31.912,26.873,0,-8.977
32.752,27.713,0,-5.952
32.752,26.873,0.84,-8.977
31.912,27.713,0.84,-13.028
31.073,26.034,1.68,-14.056
32.752,26.034,1.68,-9.36
31.912,26.034,2.519,-13.61
31.073,27.713,1.68,-14.056
31.073,26.873,2.519,-14.153
31.912,26.873,1.68,-13.524
32.752,27.713,1.68,-9.36
32.752,26.873,2.519,-9.425
31.912,27.713,2.519,-13.61
0,28.553,0,-5.952
0.84,29.393,0,-8.974
0.84,28.553,0.84,-13.028
0,29.393,0.84,-8.974
1.68,28.553,0,-9.36
2.519,29.393,0,-9.421
2.519,28.553,0.84,-13.61
1.68,29.393,0.84,-13.518
0,30.233,0,-5.939
0.84,30.233,0.84,-13.006
1.68,30.233,0,-9.34
2.519,30.233,0.84,-13.583
0,28.553,1.68,-9.36
0.84,29.393,1.68,-13.518
0.84,28.553,2.519,-13.61
0,29.393,2.519,-9.421
1.68,28.553,1.68,-14.056
2.519,29.393,1.68,-14.146
2.519,28.553,2.519,-14.255
1.68,29.393,2.519,-14.146
0,30.233,1.68,-9.34
0.84,30.233,2.519,-13.583
1.68,30.233,1.68,-14.027
2.519,30.233,2.519,-14.221
3.359,28.553,0,-9.442
4.199,29.393,0,-9.442
4.199,28.553,0.84,-13.638
3.359,29.393,0.84,-13.626
5.039,28.553,0,-9.446
5.039,29.393,0.84,-13.632
3.359,30.233,0,-9.421
4.199,30.233,0.84,-13.61
5.039,30.233,0,-9.425
3.359,28.553,1.68,-14.178
4.199,29.393,1.68,-14.178
4.199,28.553,2.519,-14.289
3.359,29.393,2.519,-14.275
5.039,28.553,1.68,-14.185
5.039,29.393,2.519,-14.282
3.359,30.233,1.68,-14.146
4.199,30.233,2.519,-14.255
5.039,30.233,1.68,-14.153
5.879,29.393,0,-9.442
5.879,28.553,0.84,-13.638
6.718,28.553,0,-9.446
7.558,29.393,0,-9.442
7.558,28.553,0.84,-13.638
6.718,29.393,0.84,-13.632
5.879,30.233,0.84,-13.61
6.718,30.233,0,-9.425
7.558,30.233,0.84,-13.61
5.879,29.393,1.68,-14.178
5.879,28.553,2.519,-14.289
6.718,28.553,1.68,-14.185
7.558,29.393,1.68,-14.178
7.558,28.553,2.519,-14.289
6.718,29.393,2.519,-14.282
5.879,30.233,2.519,-14.255
6.718,30.233,1.68,-14.153
7.558,30.233,2.519,-14.255
8.398,28.553,0,-9.446
9.238,29.393,0,-9.442
9.238,28.553,0.84,-13.638
8.398,29.393,0.84,-13.632
10.078,28.553,0,-9.446
10.917,29.393,0,-9.442
10.917,28.553,0.84,-13.638
10.078,29.393,0.84,-13.632
8.398,30.233,0,-9.425
9.238,30.233,0.84,-13.61
10.078,30.233,0,-9.425
10.917,30.233,0.84,-13.61
8.398,28.553,1.68,-14.185
9.238,29.393,1.68,-14.178
9.238,28.553,2.519,-14.289
8.398,29.393,2.519,-14.282
10.078,28.553,1.68,-14.185
10.917,29.393,1.68,-14.178
10.917,28.553,2.519,-14.289
10.078,29.393,2.519,-14.282
8.398,30.233,1.68,-14.153
9.238,30.233,2.519,-14.255
10.078,30.233,1.68,-14.153
10.917,30.233,2.519,-14.255
11.757,28.553,0,-9.446
12.597,29.393,0,-9.442
12.597,28.553,0.84,-13.638
11.757,29.393,0.84,-13.632
13.437,28.553,0,-9.446
13.437,29.393,0.84,-13.632
11.757,30.233,0,-9.425
12.597,30.233,0.84,-13.61
13.437,30.233,0,-9.425
11.757,28.553,1.68,-14.185
12.597,29.393,1.68,-14.178
12.597,28.553,2.519,-14.289
11.757,29.393,2.519,-14.282
13.437,28.553,1.68,-14.185
13.437,29.393,2.519,-14.282
11.757,30.233,1.68,-14.153
12.597,30.233,2.519,-14.255
13.437,30.233,1.68,-14.153
14.277,29.393,0,-9.442
14.277,28.553,0.84,-13.638
15.116,28.553,0,-9.446
15.956,29.393,0,-9.442
15.956,28.553,0.84,-13.638
15.116,29.393,0.84,-13.632
14.277,30.233,0.84,-13.61
15.116,30.233,0,-9.425
15.956,30.233,0.84,-13.61
14.277,29.393,1.68,-14.178
14.277,28.553,2.519,-14.289
15.116,28.553,1.68,-14.185
15.956,29.393,1.68,-14.178
15.956,28.553,2.519,-14.289
15.116,29.393,2.519,-14.282
14.277,30.233,2.519,-14.255
15.116,30.233,1.68,-14.153
15.956,30.233,2.519,-14.255
16.796,28.553,0,-9.446
17.636,29.393,0,-9.442
17.636,28.553,0.84,-13.638
16.796,29.393,0.84,-13.632
18.476,28.553,0,-9.446
19.315,29.393,0,-9.442
19.315,28.553,0.84,-13.638
18.476,29.393,0.84,-13.632
16.796,30.233,0,-9.425
17.636,30.233,0.84,-13.61
18.476,30.233,0,-9.425
19.315,30.233,0.84,-13.61
16.796,28.553,1.68,-14.185
17.636,29.393,1.68,-14.178
17.636,28.553,2.519,-14.289
16.796,29.393,2.519,-14.282
18.476,28.553,1.68,-14.185
19.315,29.393,1.68,-14.178
19.315,28.553,2.519,-14.289
18.476,29.393,2.519,-14.282
16.796,30.233,1.68,-14.153
17.636,30.233,2.519,-14.255
18.476,30.233,1.68,-14.153
19.315,30.233,2.519,-14.255
20.155,28.553,0,-9.446
20.995,29.393,0,-9.442
20.995,28.553,0.84,-13.639
20.155,29.393,0.84,-13.632
21.835,28.553,0,-9.447
21.835,29.393,0.84,-13.633
20.155,30.233,0,-9.425
20.995,30.233,0.84,-13.611
21.835,30.233,0,-9.426
20.155,28.553,1.68,-14.185
20.995,29.393,1.68,-14.178
20.995,28.553,2.519,-14.289
20.155,29.393,2.519,-14.282
21.835,28.553,1.68,-14.186
21.835,29.393,2.519,-14.283
20.155,30.233,1.68,-14.153
20.995,30.233,2.519,-14.255
21.835,30.233,1.68,-14.154
22.674,29.393,0,-9.443
22.674,28.553,0.84,-13.639
23.514,28.553,0,-9.447
24.354,29.393,0,-9.442
24.354,28.553,0.84,-13.638
23.514,29.393,0.84,-13.633
25.194,28.553,0,-9.446
25.194,29.393,0.84,-13.632
22.674,30.233,0.84,-13.611
23.514,30.233,0,-9.425
24.354,30.233,0.84,-13.61
25.194,30.233,0,-9.425
22.674,29.393,1.68,-14.179
22.674,28.553,2.519,-14.29
23.514,28.553,1.68,-14.185
24.354,29.393,1.68,-14.178
24.354,28.553,2.519,-14.289
23.514,29.393,2.519,-14.282
25.194,28.553,1.68,-14.185
25.194,29.393,2.519,-14.282
22.674,30.233,2.519,-14.255
23.514,30.233,1.68,-14.153
24.354,30.233,2.519,-14.255
25.194,30.233,1.68,-14.153
26.034,29.393,0,-9.442
26.034,28.553,0.84,-13.638
26.873,28.553,0,-9.446
27.713,29.393,0,-9.442
27.713,28.553,0.84,-13.638
26.873,29.393,0.84,-13.632
26.034,30.233,0.84,-13.61
26.873,30.233,0,-9.425
27.713,30.233,0.84,-13.61
26.034,29.393,1.68,-14.178
26.034,28.553,2.519,-14.289
26.873,28.553,1.68,-14.185
27.713,29.393,1.68,-14.178
27.713,28.553,2.519,-14.289
26.873,29.393,2.519,-14.282
26.034,30.233,2.519,-14.255
26.873,30.233,1.68,-14.153
27.713,30.233,2.519,-14.255
28.553,28.553,0,-9.446
29.393,29.393,0,-9.437
29.393,28.553,0.84,-13.632
28.553,29.393,0.84,-13.632
30.233,28.553,0,-9.425
30.233,29.393,0.84,-13.604
28.553,30.233,0,-9.425
29.393,30.233,0.84,-13.604
30.233,30.233,0,-9.404
28.553,28.553,1.68,-14.185
29.393,29.393,1.68,-14.171
29.393,28.553,2.519,-14.282
28.553,29.393,2.519,-14.282
30.233,28.553,1.68,-14.153
30.233,29.393,2.519,-14.248
28.553,30.233,1.68,-14.153
29.393,30.233,2.519,-14.248
30.233,30.233,1.68,-14.122
31.073,29.393,0,-9.355
31.073,28.553,0.84,-13.524
31.912,28.553,0,-8.977
32.752,29.393,0,-5.949
32.752,28.553,0.84,-8.977
31.912,29.393,0.84,-13.024
31.073,30.233,0.84,-13.498
31.912,30.233,0,-8.96
32.752,30.233,0.84,-8.96
31.073,29.393,1.68,-14.05
31.073,28.553,2.519,-14.153
31.912,28.553,1.68,-13.524
32.752,29.393,1.68,-9.355
32.752,28.553,2.519,-9.425
31.912,29.393,2.519,-13.604
31.073,30.233,2.519,-14.122
31.912,30.233,1.68,-13.498
32.752,30.233,2.519,-9.404
0.84,31.073,0,-8.905
0,31.073,0.84,-8.905
2.519,31.073,0,-9.34
1.68,31.073,0.84,-13.417
0,31.912,0,-5.611
0.84,32.752,0,-5.611
0.84,31.912,0.84,-12.481
0,32.752,0.84,-5.611
1.68,31.912,0,-8.905
2.519,32.752,0,-5.939
2.519,31.912,0.84,-13.006
1.68,32.752,0.84,-8.905
0.84,31.073,1.68,-13.417
0,31.073,2.519,-9.34
2.519,31.073,1.68,-14.027
1.68,31.073,2.519,-14.027
0,31.912,1.68,-8.905
0.84,32.752,1.68,-8.905
0.84,31.912,2.519,-13.006
0,32.752,2.519,-5.939
1.68,31.912,1.68,-13.417
2.519,32.752,1.68,-9.34
2.519,31.912,2.519,-13.583
1.68,32.752,2.519,-9.34
4.199,31.073,0,-9.36
3.359,31.073,0.84,-13.518
5.039,31.073,0.84,-13.524
3.359,31.912,0,-8.974
4.199,32.752,0,-5.952
4.199,31.912,0.84,-13.028
3.359,32.752,0.84,-8.974
5.039,31.912,0,-8.977
5.039,32.752,0.84,-8.977
4.199,31.073,1.68,-14.056
3.359,31.073,2.519,-14.146
5.039,31.073,2.519,-14.153
3.359,31.912,1.68,-13.518
4.199,32.752,1.68,-9.36
4.199,31.912,2.519,-13.61
3.359,32.752,2.519,-9.421
5.039,31.912,1.68,-13.524
5.039,32.752,2.519,-9.425
5.879,31.073,0,-9.36
7.558,31.073,0,-9.36
6.718,31.073,0.84,-13.524
5.879,32.752,0,-5.952
5.879,31.912,0.84,-13.029
6.718,31.912,0,-8.978
7.558,32.752,0,-5.952
7.558,31.912,0.84,-13.028
6.718,32.752,0.84,-8.978
5.879,31.073,1.68,-14.056
7.558,31.073,1.68,-14.056
6.718,31.073,2.519,-14.153
5.879,32.752,1.68,-9.36
5.879,31.912,2.519,-13.611
6.718,31.912,1.68,-13.524
7.558,32.752,1.68,-9.36
7.558,31.912,2.519,-13.61
6.718,32.752,2.519,-9.425
9.238,31.073,0,-9.359
8.398,31.073,0.84,-13.524
10.917,31.073,0,-9.36
10.078,31.073,0.84,-13.524
8.398,31.912,0,-8.977
9.238,32.752,0,-5.952
9.238,31.912,0.84,-13.028
8.398,32.752,0.84,-8.977
10.078,31.912,0,-8.977
10.917,32.752,0,-5.952
10.917,31.912,0.84,-13.028
10.078,32.752,0.84,-8.977
9.238,31.073,1.68,-14.056
8.398,31.073,2.519,-14.153
10.917,31.073,1.68,-14.056
10.078,31.073,2.519,-14.153
8.398,31.912,1.68,-13.524
9.238,32.752,1.68,-9.36
9.238,31.912,2.519,-13.61
8.398,32.752,2.519,-9.425
10.078,31.912,1.68,-13.524
10.917,32.752,1.68,-9.36
10.917,31.912,2.519,-13.61
10.078,32.752,2.519,-9.425
12.597,31.073,0,-9.36
11.757,31.073,0.84,-13.524
13.437,31.073,0.84,-13.524
11.757,31.912,0,-8.977
12.597,32.752,0,-5.952
12.597,31.912,0.84,-13.028
11.757,32.752,0.84,-8.977
13.437,31.912,0,-8.977
13.437,32.752,0.84,-8.977
12.597,31.073,1.68,-14.056
11.757,31.073,2.519,-14.153
13.437,31.073,2.519,-14.153
11.757,31.912,1.68,-13.524
12.597,32.752,1.68,-9.36
12.597,31.912,2.519,-13.61
11.757,32.752,2.519,-9.425
13.437,31.912,1.68,-13.524
13.437,32.752,2.519,-9.425
14.277,31.073,0,-9.36
15.956,31.073,0,-9.36
15.116,31.073,0.84,-13.524
14.277,32.752,0,-5.952
14.277,31.912,0.84,-13.028
15.116,31.912,0,-8.977
15.956,32.752,0,-5.952
15.956,31.912,0.84,-13.028
15.116,32.752,0.84,-8.977
14.277,31.073,1.68,-14.056
15.956,31.073,1.68,-14.056
15.116,31.073,2.519,-14.153
14.277,32.752,1.68,-9.36
14.277,31.912,2.519,-13.61
15.116,31.912,1.68,-13.524
15.956,32.752,1.68,-9.36
15.956,31.912,2.519,-13.61
15.116,32.752,2.519,-9.425
17.636,31.073,0,-9.36
16.796,31.073,0.84,-13.524
19.315,31.073,0,-9.36
18.476,31.073,0.84,-13.524
16.796,31.912,0,-8.977
17.636,32.752,0,-5.952
17.636,31.912,0.84,-13.028
16.796,32.752,0.84,-8.977
18.476,31.912,0,-8.977
19.315,32.752,0,-5.952
19.315,31.912,0.84,-13.028
18.476,32.752,0.84,-8.977
17.636,31.073,1.68,-14.056
16.796,31.073,2.519,-14.153
19.315,31.073,1.68,-14.056
18.476,31.073,2.519,-14.153
16.796,31.912,1.68,-13.524
17.636,32.752,1.68,-9.36
17.636,31.912,2.519,-13.61
16.796,32.752,2.519,-9.425
18.476,31.912,1.68,-13.524
19.315,32.752,1.68,-9.36
19.315,31.912,2.519,-13.61
18.476,32.752,2.519,-9.425
20.995,31.073,0,-9.36
20.155,31.073,0.84,-13.524
21.835,31.073,0.84,-13.525
20.155,31.912,0,-8.977
20.995,32.752,0,-5.952
20.995,31.912,0.84,-13.029
20.155,32.752,0.84,-8.977
21.835,31.912,0,-8.978
21.835,32.752,0.84,-8.978
20.995,31.073,1.68,-14.056
20.155,31.073,2.519,-14.153
21.835,31.073,2.519,-14.154
20.155,31.912,1.68,-13.524
20.995,32.752,1.68,-9.36
20.995,31.912,2.519,-13.611
20.155,32.752,2.519,-9.425
21.835,31.912,1.68,-13.525
21.835,32.752,2.519,-9.426
22.674,31.073,0,-9.36
24.354,31.073,0,-9.36
23.514,31.073,0.84,-13.524
25.194,31.073,0.84,-13.524
22.674,32.752,0,-5.952
22.674,31.912,0.84,-13.029
23.514,31.912,0,-8.978
24.354,32.752,0,-5.952
24.354,31.912,0.84,-13.028
23.514,32.752,0.84,-8.978
25.194,31.912,0,-8.977
25.194,32.752,0.84,-8.977
22.674,31.073,1.68,-14.057
24.354,31.073,1.68,-14.056
23.514,31.073,2.519,-14.153
25.194,31.073,2.519,-14.153
22.674,32.752,1.68,-9.36
22.674,31.912,2.519,-13.611
23.514,31.912,1.68,-13.524
24.354,32.752,1.68,-9.36
24.354,31.912,2.519,-13.61
23.514,32.752,2.519,-9.425
25.194,31.912,1.68,-13.524
25.194,32.752,2.519,-9.425
26.034,31.073,0,-9.36
27.713,31.073,0,-9.36
26.873,31.073,0.84,-13.524
26.034,32.752,0,-5.952
26.034,31.912,0.84,-13.028
26.873,31.912,0,-8.977
27.713,32.752,0,-5.952
27.713,31.912,0.84,-13.028
26.873,32.752,0.84,-8.977
26.034,31.073,1.68,-14.056
27.713,31.073,1.68,-14.056
26.873,31.073,2.519,-14.153
26.034,32.752,1.68,-9.36
26.034,31.912,2.519,-13.61
26.873,31.912,1.68,-13.524
27.713,32.752,1.68,-9.36
27.713,31.912,2.519,-13.61
26.873,32.752,2.519,-9.425
29.393,31.073,0,-9.355
28.553,31.073,0.84,-13.524
30.233,31.073,0.84,-13.498
28.553,31.912,0,-8.977
29.393,32.752,0,-5.949
29.393,31.912,0.84,-13.024
28.553,32.752,0.84,-8.977
30.233,31.912,0,-8.96
30.233,32.752,0.84,-8.96
29.393,31.073,1.68,-14.05
28.553,31.073,2.519,-14.153
30.233,31.073,2.519,-14.122
28.553,31.912,1.68,-13.524
29.393,32.752,1.68,-9.355
29.393,31.912,2.519,-13.604
28.553,32.752,2.519,-9.425
30.233,31.912,1.68,-13.498
30.233,32.752,2.519,-9.404
31.073,31.073,0,-9.279
32.752,31.073,0,-5.899
31.912,31.073,0.84,-12.934
31.073,32.752,0,-5.899
31.073,31.912,0.84,-12.934
31.912,31.912,0,-8.56
32.752,32.752,0,-3.634
32.752,31.912,0.84,-8.56
31.912,32.752,0.84,-8.56
31.073,31.073,1.68,-13.936
32.752,31.073,1.68,-9.279
31.912,31.073,2.519,-13.498
31.073,32.752,1.68,-9.279
31.073,31.912,2.519,-13.498
31.912,31.912,1.68,-12.934
32.752,32.752,1.68,-5.899
32.752,31.912,2.519,-8.96
31.912,32.752,2.519,-8.96
0,0,3.359,-5.949
0.84,0.84,3.359,-13.024
0.84,0,4.199,-8.977
0,0.84,4.199,-8.977
1.68,0,3.359,-9.355
2.519,0.84,3.359,-13.604
2.519,0,4.199,-9.425
1.68,0.84,4.199,-13.524
0,1.68,3.359,-9.355
0.84,2.519,3.359,-13.604
0.84,1.68,4.199,-13.524
0,2.519,4.199,-9.425
1.68,1.68,3.359,-14.05
2.519,2.519,3.359,-14.248
2.519,1.68,4.199,-14.153
1.68,2.519,4.199,-14.153
0,0,5.039,-5.952
0.84,0.84,5.039,-13.028
1.68,0,5.039,-9.36
2.519,0.84,5.039,-13.61
0,1.68,5.039,-9.36
0.84,2.519,5.039,-13.61
1.68,1.68,5.039,-14.056
2.519,2.519,5.039,-14.255
3.359,0,3.359,-9.437
4.199,0.84,3.359,-13.632
4.199,0,4.199,-9.446
3.359,0.84,4.199,-13.632
5.039,0,3.359,-9.442
5.039,0.84,4.199,-13.638
3.359,1.68,3.359,-14.171
4.199,2.519,3.359,-14.282
4.199,1.68,4.199,-14.185
3.359,2.519,4.199,-14.282
5.039,1.68,3.359,-14.178
5.039,2.519,4.199,-14.289
3.359,0,5.039,-9.442
4.199,0.84,5.039,-13.638
5.039,0,5.039,-9.446
3.359,1.68,5.039,-14.178
4.199,2.519,5.039,-14.289
5.039,1.68,5.039,-14.185
5.879,0.84,3.359,-13.633
5.879,0,4.199,-9.446
6.718,0,3.359,-9.442
7.558,0.84,3.359,-13.632
7.558,0,4.199,-9.446
6.718,0.84,4.199,-13.638
5.879,2.519,3.359,-14.282
5.879,1.68,4.199,-14.185
6.718,1.68,3.359,-14.178
7.558,2.519,3.359,-14.282
7.558,1.68,4.199,-14.185
6.718,2.519,4.199,-14.289
5.879,0.84,5.039,-13.639
6.718,0,5.039,-9.447
7.558,0.84,5.039,-13.638
5.879,2.519,5.039,-14.289
6.718,1.68,5.039,-14.185
7.558,2.519,5.039,-14.289
8.398,0,3.359,-9.442
9.238,0.84,3.359,-13.632
9.238,0,4.199,-9.446
8.398,0.84,4.199,-13.638
10.078,0,3.359,-9.442
10.917,0.84,3.359,-13.632
10.917,0,4.199,-9.446
10.078,0.84,4.199,-13.638
8.398,1.68,3.359,-14.178
9.238,2.519,3.359,-14.282
9.238,1.68,4.199,-14.185
8.398,2.519,4.199,-14.289
10.078,1.68,3.359,-14.178
10.917,2.519,3.359,-14.282
10.917,1.68,4.199,-14.185
10.078,2.519,4.199,-14.289
8.398,0,5.039,-9.446
9.238,0.84,5.039,-13.638
10.078,0,5.039,-9.446
10.917,0.84,5.039,-13.638
8.398,1.68,5.039,-14.185
9.238,2.519,5.039,-14.289
10.078,1.68,5.039,-14.185
10.917,2.519,5.039,-14.289
11.757,0,3.359,-9.442
12.597,0.84,3.359,-13.632
12.597,0,4.199,-9.446
11.757,0.84,4.199,-13.638
13.437,0,3.359,-9.442
13.437,0.84,4.199,-13.638
11.757,1.68,3.359,-14.178
12.597,2.519,3.359,-14.282
12.597,1.68,4.199,-14.185
11.757,2.519,4.199,-14.289
13.437,1.68,3.359,-14.178
13.437,2.519,4.199,-14.289
11.757,0,5.039,-9.446
12.597,0.84,5.039,-13.638
13.437,0,5.039,-9.446
11.757,1.68,5.039,-14.185
12.597,2.519,5.039,-14.289
13.437,1.68,5.039,-14.185
14.277,0.84,3.359,-13.632
14.277,0,4.199,-9.446
15.116,0,3.359,-9.442
15.956,0.84,3.359,-13.632
15.956,0,4.199,-9.446
15.116,0.84,4.199,-13.638
14.277,2.519,3.359,-14.282
14.277,1.68,4.199,-14.185
15.116,1.68,3.359,-14.178
15.956,2.519,3.359,-14.282
15.956,1.68,4.199,-14.185
15.116,2.519,4.199,-14.289
14.277,0.84,5.039,-13.638
15.116,0,5.039,-9.446
15.956,0.84,5.039,-13.638
14.277,2.519,5.039,-14.289
15.116,1.68,5.039,-14.185
15.956,2.519,5.039,-14.289
16.796,0,3.359,-9.442
17.636,0.84,3.359,-13.632
17.636,0,4.199,-9.446
16.796,0.84,4.199,-13.638
18.476,0,3.359,-9.442
19.315,0.84,3.359,-13.632
19.315,0,4.199,-9.446
18.476,0.84,4.199,-13.638
16.796,1.68,3.359,-14.178
17.636,2.519,3.359,-14.282
17.636,1.68,4.199,-14.185
16.796,2.519,4.199,-14.289
18.476,1.68,3.359,-14.178
19.315,2.519,3.359,-14.282
19.315,1.68,4.199,-14.185
18.476,2.519,4.199,-14.289
16.796,0,5.039,-9.446
17.636,0.84,5.039,-13.638
18.476,0,5.039,-9.446
19.315,0.84,5.039,-13.638
16.796,1.68,5.039,-14.185
17.636,2.519,5.039,-14.289
18.476,1.68,5.039,-14.185
19.315,2.519,5.039,-14.289
20.155,0,3.359,-9.442
20.995,0.84,3.359,-13.633
20.995,0,4.199,-9.447
20.155,0.84,4.199,-13.638
21.835,0,3.359,-9.443
21.835,0.84,4.199,-13.639
20.155,1.68,3.359,-14.178
20.995,2.519,3.359,-14.282
20.995,1.68,4.199,-14.185
20.155,2.519,4.199,-14.289
21.835,1.68,3.359,-14.179
21.835,2.519,4.199,-14.29
20.155,0,5.039,-9.446
20.995,0.84,5.039,-13.639
21.835,0,5.039,-9.447
20.155,1.68,5.039,-14.185
20.995,2.519,5.039,-14.289
21.835,1.68,5.039,-14.186
22.674,0.84,3.359,-13.633
22.674,0,4.199,-9.447
23.514,0,3.359,-9.442
24.354,0.84,3.359,-13.632
24.354,0,4.199,-9.446
23.514,0.84,4.199,-13.639
25.194,0,3.359,-9.442
25.194,0.84,4.199,-13.638
22.674,2.519,3.359,-14.283
22.674,1.68,4.199,-14.186
23.514,1.68,3.359,-14.178
24.354,2.519,3.359,-14.282
24.354,1.68,4.199,-14.185
23.514,2.519,4.199,-14.289
25.194,1.68,3.359,-14.178
25.194,2.519,4.199,-14.289
22.674,0.84,5.039,-13.639
23.514,0,5.039,-9.447
24.354,0.84,5.039,-13.638
25.194,0,5.039,-9.446
22.674,2.519,5.039,-14.29
23.514,1.68,5.039,-14.185
24.354,2.519,5.039,-14.289
25.194,1.68,5.039,-14.185
26.034,0.84,3.359,-13.632
26.034,0,4.199,-9.446
26.873,0,3.359,-9.442
27.713,0.84,3.359,-13.632
27.713,0,4.199,-9.446
26.873,0.84,4.199,-13.638
26.034,2.519,3.359,-14.282
26.034,1.68,4.199,-14.185
26.873,1.68,3.359,-14.178
