epoch loss mean_absolute_error root_mean_squared_error val_loss val_mean_absolute_error val_root_mean_squared_error
0 20.32915496826172 3.57555890083313 4.508786201477051 16.79608726501465 3.1708755493164062 4.098302841186523
1 16.84482192993164 3.1498866081237793 4.104244232177734 15.77171802520752 3.0381226539611816 3.971362352371216
2 16.048696517944336 3.0633034706115723 4.006082534790039 15.078603744506836 2.962296724319458 3.88311767578125
3 15.255182266235352 2.9764652252197266 3.9057884216308594 14.3006591796875 2.8806405067443848 3.781621217727661
4 14.449213027954102 2.895930528640747 3.8012120723724365 13.677743911743164 2.8150579929351807 3.698343515396118
5 13.59486198425293 2.8065788745880127 3.6871211528778076 12.529184341430664 2.6929476261138916 3.539658784866333
6 12.430505752563477 2.679647922515869 3.5256922245025635 11.376579284667969 2.5696825981140137 3.3729186058044434
7 11.00673770904541 2.5210697650909424 3.3176403045654297 9.971257209777832 2.4332211017608643 3.1577298641204834
8 9.25820541381836 2.3111279010772705 3.0427298545837402 7.749566555023193 2.114798069000244 2.783804416656494
9 7.06238317489624 2.0061497688293457 2.6575145721435547 5.786567211151123 1.8945353031158447 2.4055285453796387
10 4.969246864318848 1.6650186777114868 2.2291808128356934 3.768134593963623 1.3339266777038574 1.9411683082580566
11 3.5826587677001953 1.412626028060913 1.8927912712097168 2.9458062648773193 1.2876323461532593 1.7163351774215698
12 2.911101818084717 1.2248406410217285 1.7061951160430908 2.8641693592071533 1.0073521137237549 1.6923856735229492
13 2.6312713623046875 1.1235175132751465 1.622119426727295 2.43363881111145 1.1414207220077515 1.5600124597549438
14 2.4326395988464355 1.0595039129257202 1.559692144393921 2.4453091621398926 1.216748833656311 1.5637484788894653
15 2.43914794921875 1.0613738298416138 1.5617772340774536 2.3818488121032715 0.8946477770805359 1.5433239936828613
16 2.280956745147705 1.0185089111328125 1.5102837085723877 2.2375741004943848 0.9143003225326538 1.4958523511886597
17 2.202948808670044 0.9961172342300415 1.4842333793640137 2.258701801300049 1.160154938697815 1.50289785861969
18 2.1127543449401855 0.9812828302383423 1.4535316228866577 1.9996923208236694 0.9470580220222473 1.4141048192977905
19 2.0412089824676514 0.9645187258720398 1.4287089109420776 2.0071451663970947 1.0637459754943848 1.4167375564575195
20 1.9789623022079468 0.9524532556533813 1.4067559242248535 2.025458812713623 0.8173327445983887 1.423186182975769
21 1.9370352029800415 0.9339211583137512 1.3917741775512695 2.0435879230499268 1.1516025066375732 1.4295411109924316
22 1.905896782875061 0.9344817996025085 1.3805421590805054 1.823736548423767 0.8584524989128113 1.3504579067230225
23 1.8553813695907593 0.9185272455215454 1.3621238470077515 1.798839807510376 0.8042828440666199 1.3412083387374878
24 1.8474899530410767 0.9093888998031616 1.3592240810394287 1.7429449558258057 0.9159199595451355 1.3202064037322998
25 1.8951343297958374 0.9432387351989746 1.3766387701034546 1.9964845180511475 0.801041305065155 1.4129700660705566
26 1.8338441848754883 0.9085480570793152 1.35419499874115 1.6895326375961304 0.8045357465744019 1.2998201847076416
27 1.7654526233673096 0.8915762901306152 1.3287034034729004 1.7749017477035522 0.75114905834198 1.332254409790039
28 1.7244371175765991 0.874383270740509 1.313178300857544 1.6793626546859741 0.9275719523429871 1.2959022521972656
29 1.7509419918060303 0.882557213306427 1.3232316970825195 1.6169497966766357 0.8890124559402466 1.271593451499939
30 1.6839711666107178 0.8614147305488586 1.2976791858673096 1.6899774074554443 0.734363317489624 1.2999913692474365
31 1.66196608543396 0.8497880101203918 1.289172649383545 1.609501600265503 0.9163573384284973 1.268661379814148
32 1.6770431995391846 0.8537400960922241 1.2950069904327393 1.6489818096160889 0.976911187171936 1.284126877784729
33 1.7883403301239014 0.8944242596626282 1.3372883796691895 1.5230367183685303 0.8292633891105652 1.2341136932373047
34 1.599179983139038 0.8242642283439636 1.2645869255065918 1.5241575241088867 0.7473564147949219 1.2345677614212036
35 1.575484037399292 0.812849223613739 1.2551828622817993 1.5747750997543335 0.6830453872680664 1.2549004554748535
36 1.6048091650009155 0.8190904855728149 1.266810655593872 1.4562896490097046 0.742032527923584 1.206768274307251
37 1.5608679056167603 0.8003537058830261 1.2493469715118408 1.473540186882019 0.8423786163330078 1.2138946056365967
38 1.574467420578003 0.8154492378234863 1.2547777891159058 1.5863230228424072 0.68128502368927 1.259493112564087
39 1.5510022640228271 0.7974921464920044 1.2453924417495728 1.4911327362060547 0.6554118990898132 1.2211194038391113
40 1.5711027383804321 0.8037646412849426 1.2534363269805908 1.3979730606079102 0.7677716016769409 1.1823590993881226
41 1.4559673070907593 0.7680711150169373 1.206634759902954 1.3901317119598389 0.7619717121124268 1.1790385246276855
42 1.4915732145309448 0.7765717506408691 1.2212997674942017 1.4202243089675903 0.8242003321647644 1.1917316913604736
43 1.468087077140808 0.771182656288147 1.2116464376449585 1.4999927282333374 0.655043363571167 1.2247419357299805
44 1.4403150081634521 0.7590113878250122 1.2001312971115112 1.3749942779541016 0.6837574243545532 1.1726014614105225
45 1.438356637954712 0.7549291849136353 1.199315071105957 1.3490073680877686 0.6903609037399292 1.1614677906036377
46 1.4117950201034546 0.7463897466659546 1.1881898641586304 1.350371241569519 0.7713097333908081 1.1620547771453857
47 1.4115794897079468 0.7492531538009644 1.1880991458892822 1.406427264213562 0.6510288715362549 1.1859288215637207
48 1.4295746088027954 0.7507472038269043 1.195648193359375 1.3342596292495728 0.7138509154319763 1.1551015377044678
49 1.5062047243118286 0.7877298593521118 1.2272753715515137 1.5493347644805908 0.6517907381057739 1.2447227239608765
50 1.397237777709961 0.7373455166816711 1.1820480823516846 1.4259099960327148 0.6222658157348633 1.1941146850585938
51 1.4069498777389526 0.7432074546813965 1.1861492395401 1.334025263786316 0.7281684875488281 1.15500009059906
52 1.3962178230285645 0.7378125190734863 1.1816166639328003 1.3985182046890259 0.8411532640457153 1.1825896501541138
53 1.3902342319488525 0.7360251545906067 1.179081916809082 1.3217079639434814 0.7331754565238953 1.1496555805206299
54 1.4438893795013428 0.7552927732467651 1.2016195058822632 1.610398292541504 1.0147030353546143 1.2690147161483765
55 1.4703166484832764 0.7733354568481445 1.2125661373138428 1.3427979946136475 0.6406989097595215 1.1587916612625122
56 1.3610893487930298 0.719551682472229 1.1666573286056519 1.3028614521026611 0.6972900032997131 1.1414295434951782
57 1.4020206928253174 0.7413736581802368 1.1840695142745972 1.3574825525283813 0.8084947466850281 1.1651105880737305
58 1.4716780185699463 0.7724489569664001 1.2131273746490479 1.3108381032943726 0.6577770709991455 1.144918441772461
59 1.4173747301101685 0.7370017766952515 1.1905354261398315 1.2914692163467407 0.7264686822891235 1.1364282369613647
60 1.3862271308898926 0.7363123297691345 1.1773815155029297 1.343808889389038 0.7541786432266235 1.159227728843689
61 1.3647629022598267 0.7254993915557861 1.168230652809143 1.3073567152023315 0.6670386791229248 1.1433969736099243
62 1.3634159564971924 0.722248375415802 1.167654037475586 1.2851709127426147 0.7057536840438843 1.1336537599563599
63 1.3395763635635376 0.7173477411270142 1.1574007272720337 1.3401901721954346 0.6423453092575073 1.1576658487319946
64 1.359576940536499 0.7199392914772034 1.1660089492797852 1.2688297033309937 0.6990419626235962 1.1264233589172363
65 1.4194972515106201 0.7390739917755127 1.1914265155792236 1.4363579750061035 0.9068252444267273 1.198481559753418
66 1.3702524900436401 0.7295496463775635 1.170577883720398 1.2543773651123047 0.658028781414032 1.1199898719787598
67 1.3495354652404785 0.7144726514816284 1.161695122718811 1.3481513261795044 0.601809561252594 1.1610991954803467
68 1.3419792652130127 0.7165101170539856 1.1584383249282837 1.2642217874526978 0.6815289258956909 1.1243761777877808
69 1.3091344833374023 0.6991525888442993 1.1441740989685059 1.2534968852996826 0.6665111780166626 1.1195967197418213
70 1.307318091392517 0.6998545527458191 1.1433801651000977 1.2860784530639648 0.7777141332626343 1.1340539455413818
71 1.3042446374893188 0.6971325278282166 1.1420352458953857 1.2610433101654053 0.7426665425300598 1.1229618787765503
72 1.3026869297027588 0.7014520764350891 1.1413531303405762 1.2433793544769287 0.663953959941864 1.1150692701339722
73 1.2824227809906006 0.6896553635597229 1.1324410438537598 1.2355461120605469 0.67345130443573 1.1115511655807495
74 1.2974880933761597 0.6983395218849182 1.139073371887207 1.2945917844772339 0.7871118187904358 1.1378012895584106
75 1.332308053970337 0.7082013487815857 1.1542564630508423 1.3731426000595093 0.8606009483337402 1.1718116998672485
76 1.3194047212600708 0.7143191695213318 1.1486533880233765 1.3105576038360596 0.6022958755493164 1.1447958946228027
77 1.3213447332382202 0.7038425207138062 1.149497628211975 1.2290818691253662 0.6617642045021057 1.1086395978927612
78 1.2765296697616577 0.6927471160888672 1.129836082458496 1.22580087184906 0.6361601948738098 1.107158899307251
79 1.2799946069717407 0.6905826330184937 1.1313685178756714 1.2448656558990479 0.7312353849411011 1.1157355308532715
80 1.3408076763153076 0.7176581025123596 1.1579325199127197 1.2356595993041992 0.6488547921180725 1.1116023063659668
81 1.2749073505401611 0.68948894739151 1.1291179656982422 1.213557481765747 0.6731085777282715 1.1016159057617188
82 1.295552134513855 0.6949397325515747 1.1382232904434204 1.2214274406433105 0.6969338655471802 1.1051820516586304
83 1.2783515453338623 0.6913475394248962 1.130642056465149 1.272087812423706 0.6195440292358398 1.12786865234375
84 1.3164373636245728 0.7087294459342957 1.1473610401153564 1.2148278951644897 0.6975268721580505 1.1021922826766968
85 1.2740564346313477 0.6877030730247498 1.1287410259246826 1.217395305633545 0.7248756289482117 1.1033563613891602
86 1.4029918909072876 0.7413924932479858 1.1844795942306519 1.5417643785476685 0.9873426556587219 1.24167799949646
87 1.312817931175232 0.7098008990287781 1.145782709121704 1.222834587097168 0.6041864156723022 1.105818510055542
88 1.2399799823760986 0.6766545176506042 1.1135438680648804 1.1891838312149048 0.6835338473320007 1.0904970169067383
89 1.24080228805542 0.6781842708587646 1.1139130592346191 1.2051653861999512 0.7013271450996399 1.0978002548217773
90 1.3309658765792847 0.7153304815292358 1.1536749601364136 1.5577499866485596 1.0008269548416138 1.2480984926223755
91 1.295715093612671 0.6999091506004333 1.1382948160171509 1.1961678266525269 0.6386038661003113 1.0936945676803589
92 1.2215425968170166 0.6719805598258972 1.105234146118164 1.181148648262024 0.6531088352203369 1.0868066549301147
93 1.26444673538208 0.6886013746261597 1.1244761943817139 1.1771304607391357 0.6684662103652954 1.084956407546997
94 1.2602810859680176 0.6872029900550842 1.1226223707199097 1.3073976039886475 0.5901902914047241 1.143414855003357
